,Reference,CKmean,CKsd,CKn,Tmean,Tsd,Tn,Crop_classification,Film_type,Film_thickness_mm,Mulching_cycle,Mulching_method,Mulching_ratio（,Film_thickness_class_mm,Mulching_ratio_class_,name
335,46,2.55093837147954,0.18121749616863,3.0,2.43612290530865,0.22960580860739,3.0,Cereal crop,Transparent PE,0.0075,,,,0.003-0.008,,Yield_t_ha
336,46,2.43308293344723,0.15709871115242,3.0,3.32135768660654,0.28997814235108,3.0,Cereal crop,Transparent PE,0.0075,,,,0.003-0.008,,Yield_t_ha
337,46,0.847875788257167,0.120769791221767,3.0,1.22857573549732,0.13290455493305,3.0,Cereal crop,Transparent PE,0.0075,,,,0.003-0.008,,Yield_t_ha
338,46,1.38260935105394,0.15702333994925,3.0,1.7874532070447,0.15709871115242,3.0,Cereal crop,Transparent PE,0.0075,,,,0.003-0.008,,Yield_t_ha
347,49,3.5595,0.219486595174263,3.0,4.8825,0.2587725,3.0,Cash crop,Transparent PE,0.017,,Ridge-furrow mulching,,0.015-0.400,,Yield_t_ha
348,49,3.5595,0.219486595174263,3.0,4.158,0.220374,3.0,Cash crop,Transparent PE,0.017,,Ridge-furrow mulching,,0.015-0.400,,Yield_t_ha
349,49,3.5595,0.219486595174263,3.0,4.6935,0.2487555,3.0,Cash crop,Transparent PE,0.017,,Ridge-furrow mulching,,0.015-0.400,,Yield_t_ha
350,49,3.5595,0.219486595174263,3.0,4.2525,0.2253825,3.0,Cash crop,Transparent PE,0.017,,Ridge-furrow mulching,,0.015-0.400,,Yield_t_ha
351,49,3.5595,0.219486595174263,3.0,4.614,0.244542,3.0,Cash crop,Transparent PE,0.017,,Ridge-furrow mulching,,0.015-0.400,,Yield_t_ha
352,50,7.828,0.482691689008043,4.0,10.097,0.535141,4.0,Cereal crop,Black PE,0.008,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
353,50,7.828,0.482691689008043,4.0,9.212,0.488236,4.0,Cereal crop,Transparent PE,0.008,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
354,50,9.826,0.605892761394102,4.0,10.188,0.539964,4.0,Cereal crop,Black PE,0.008,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
355,50,9.826,0.605892761394102,4.0,11.321,0.600013,4.0,Cereal crop,Transparent PE,0.008,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
356,51,18.3548387096774,0.0645161290323024,3.0,21.258064516129,0.129032258064498,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
357,51,18.3548387096774,0.0645161290323024,3.0,20.2903225806452,0.0967741935482991,3.0,Cereal crop,Black PE,,,,,,,Yield_t_ha
358,51,18.3548387096774,0.0645161290323024,3.0,20.0322580645161,0.0967741935483986,3.0,Cereal crop,Degradable,,,,,,,Yield_t_ha
359,52,8.694,0.536091152815014,3.0,10.219,0.541607,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
360,52,8.694,0.536091152815014,3.0,10.542,0.558726,3.0,Cereal crop,Degradable,,,,,,,Yield_t_ha
364,53,0.649,0.0400187667560322,3.0,0.69,0.03657,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
365,53,0.649,0.0400187667560322,3.0,0.787,0.041711,3.0,Cereal crop,Degradable,,,,,,,Yield_t_ha
366,53,0.649,0.0400187667560322,3.0,0.855,0.045315,3.0,Cereal crop,Degradable,,,,,,,Yield_t_ha
367,54,2.391,0.061,3.0,3.491,0.059,3.0,Cash crop,Transparent PE,0.008,,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
368,54,2.391,0.061,3.0,3.323,0.049,3.0,Cash crop,Transparent PE,0.008,,Flat mulching,100.0,0.003-0.008,50-100,Yield_t_ha
369,54,2.391,0.061,3.0,2.637,0.044,3.0,Cash crop,Transparent PE,0.008,,Flat mulching,63.6,0.003-0.008,50-100,Yield_t_ha
375,56,12.5437704732859,0.352422907489,3.0,16.0533152603637,0.5286343612335,3.0,Cereal crop,Black PE,,,Ridge-furrow mulching,100.0,,50-100,Yield_t_ha
376,56,17.1772280582853,1.9383259911895,3.0,19.6306336834971,1.0561391618661,3.0,Cereal crop,Black PE,,,Ridge-furrow mulching,100.0,,50-100,Yield_t_ha
377,56,15.1135208403931,1.9371964305885,3.0,17.741443578448,1.2323506156105,3.0,Cereal crop,Black PE,,,Ridge-furrow mulching,100.0,,50-100,Yield_t_ha
378,56,19.3917316164012,2.9961594939569,3.0,31.7135434316051,2.4663955721225,3.0,Cereal crop,Black PE,,,Ridge-furrow mulching,100.0,,50-100,Yield_t_ha
379,57,7.828,0.482691689008043,4.0,10.097,0.535141,4.0,Cereal crop,Black PE,,,,,,,Yield_t_ha
380,57,7.828,0.482691689008043,4.0,9.212,0.488236,4.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
381,57,9.826,0.605892761394102,4.0,11.321,0.600013,4.0,Cereal crop,Black PE,,,,,,,Yield_t_ha
382,57,9.826,0.605892761394102,4.0,10.188,0.539964,4.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
383,58,7.102,0.437924932975871,3.0,7.294,0.386582,3.0,Cereal crop,Liquid,,,Flat mulching,100.0,,50-100,Yield_t_ha
384,58,7.102,0.437924932975871,3.0,7.844,0.415732,3.0,Cereal crop,Liquid,,,Ridge-furrow mulching,50.0,,29-50,Yield_t_ha
385,58,7.102,0.437924932975871,3.0,8.913,0.472389,3.0,Cereal crop,Liquid,,,Ridge-furrow mulching,100.0,,50-100,Yield_t_ha
386,58,7.102,0.437924932975871,3.0,8.08,0.42824,3.0,Cereal crop,Degradable,0.008,,Flat mulching,100.0,0.003-0.008,50-100,Yield_t_ha
387,58,7.102,0.437924932975871,3.0,8.233,0.436349,3.0,Cereal crop,Degradable,0.008,,Ridge-furrow mulching,50.0,0.003-0.008,29-50,Yield_t_ha
388,58,7.102,0.437924932975871,3.0,9.556,0.506468,3.0,Cereal crop,Degradable,0.008,,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
389,58,7.102,0.437924932975871,3.0,8.282,0.438946,3.0,Cereal crop,Transparent PE,0.008,,Flat mulching,100.0,0.003-0.008,50-100,Yield_t_ha
390,58,7.102,0.437924932975871,3.0,9.013,0.477689,3.0,Cereal crop,Transparent PE,0.008,,Ridge-furrow mulching,50.0,0.003-0.008,29-50,Yield_t_ha
391,58,7.102,0.437924932975871,3.0,10.023,0.531219,3.0,Cereal crop,Transparent PE,0.008,,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
392,58,7.331,0.452045576407507,3.0,7.406,0.392518,3.0,Cereal crop,Liquid,,,Flat mulching,100.0,,50-100,Yield_t_ha
393,58,7.331,0.452045576407507,3.0,8.196,0.434388,3.0,Cereal crop,Liquid,,,Ridge-furrow mulching,50.0,,29-50,Yield_t_ha
394,58,7.331,0.452045576407507,3.0,8.839,0.468467,3.0,Cereal crop,Liquid,,,Ridge-furrow mulching,100.0,,50-100,Yield_t_ha
395,58,7.331,0.452045576407507,3.0,8.373,0.443769,3.0,Cereal crop,Degradable,0.008,,Flat mulching,100.0,0.003-0.008,50-100,Yield_t_ha
396,58,7.331,0.452045576407507,3.0,9.035,0.478855,3.0,Cereal crop,Degradable,0.008,,Ridge-furrow mulching,50.0,0.003-0.008,29-50,Yield_t_ha
397,58,7.331,0.452045576407507,3.0,10.026,0.531378,3.0,Cereal crop,Degradable,0.008,,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
398,58,7.331,0.452045576407507,3.0,8.923,0.472919,3.0,Cereal crop,Transparent PE,0.008,,Flat mulching,100.0,0.003-0.008,50-100,Yield_t_ha
399,58,7.331,0.452045576407507,3.0,9.356,0.495868,3.0,Cereal crop,Transparent PE,0.008,,Ridge-furrow mulching,50.0,0.003-0.008,29-50,Yield_t_ha
400,58,7.331,0.452045576407507,3.0,10.963,0.581039,3.0,Cereal crop,Transparent PE,0.008,,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
401,59,2.37864077669903,1.01941747572815,3.0,4.96116504854369,1.01941747572815,3.0,Cash crop,Transparent PE,,Seedling stage,,,,,Yield_t_ha
402,59,2.37864077669903,1.01941747572815,3.0,4.14563106796116,1.01941747572816,3.0,Cash crop,Degradable,,Seedling stage,,,,,Yield_t_ha
403,59,2.37864077669903,1.01941747572815,3.0,4.21359223300971,1.01941747572815,3.0,Cash crop,Degradable,,Seedling stage,,,,,Yield_t_ha
404,59,2.37864077669903,1.01941747572815,3.0,4.55339805825243,0.95145631067961,3.0,Cash crop,Degradable,,Seedling stage,,,,,Yield_t_ha
405,59,2.37864077669903,1.01941747572815,3.0,4.62135922330097,0.95145631067961,3.0,Cash crop,Degradable,,Seedling stage,,,,,Yield_t_ha
406,59,2.37864077669903,1.01941747572815,3.0,4.41747572815534,1.01941747572816,3.0,Cash crop,Degradable,,Seedling stage,,,,,Yield_t_ha
407,59,2.37864077669903,1.01941747572815,3.0,5.09708737864078,1.01941747572815,3.0,Cash crop,Degradable,,Seedling stage,,,,,Yield_t_ha
408,59,3.40594059405941,0.95049504950495,3.0,5.7029702970297,0.95049504950495,3.0,Cash crop,Transparent PE,,,,,,,Yield_t_ha
409,59,3.40594059405941,0.95049504950495,3.0,6.57425742574257,1.02970297029703,3.0,Cash crop,Degradable,,,,,,,Yield_t_ha
410,59,3.40594059405941,0.95049504950495,3.0,5.94059405940594,0.87128712871287,3.0,Cash crop,Degradable,,,,,,,Yield_t_ha
411,59,3.40594059405941,0.95049504950495,3.0,5.86138613861386,0.95049504950495,3.0,Cash crop,Degradable,,,,,,,Yield_t_ha
412,59,3.40594059405941,0.95049504950495,3.0,5.22772277227723,1.02970297029703,3.0,Cash crop,Degradable,,,,,,,Yield_t_ha
413,59,3.40594059405941,0.95049504950495,3.0,5.46534653465347,1.02970297029703,3.0,Cash crop,Degradable,,,,,,,Yield_t_ha
414,59,3.40594059405941,0.95049504950495,3.0,5.14851485148515,1.02970297029703,3.0,Cash crop,Degradable,,,,,,,Yield_t_ha
415,59,3.40594059405941,0.95049504950495,3.0,6.0990099009901,0.95049504950495,3.0,Cash crop,Degradable,,,,,,,Yield_t_ha
416,59,3.40594059405941,0.95049504950495,3.0,5.38613861386139,0.95049504950495,3.0,Cash crop,Degradable,,,,,,,Yield_t_ha
417,59,3.40594059405941,0.95049504950495,3.0,5.30693069306931,1.02970297029703,3.0,Cash crop,Degradable,,,,,,,Yield_t_ha
418,60,6.723,0.414554959785523,3.0,7.207,0.381971,3.0,Cash crop,Liquid,,,,,,,Yield_t_ha
419,60,6.723,0.414554959785523,3.0,7.375,0.390875,3.0,Cash crop,Transparent PE,0.008,,,,0.003-0.008,,Yield_t_ha
420,61,4.648,0.286605898123324,3.0,5.345,0.283285,3.0,Cash crop,Transparent PE,,,,,,,Yield_t_ha
421,61,4.648,0.286605898123324,3.0,4.98,0.26394,3.0,Cash crop,Liquid,,,,,,,Yield_t_ha
422,61,4.648,0.286605898123324,3.0,5.196,0.275388,3.0,Cash crop,Liquid,,,,,,,Yield_t_ha
423,61,4.648,0.286605898123324,3.0,5.317,0.281801,3.0,Cash crop,Liquid,,,,,,,Yield_t_ha
428,63,30.6225,0.7213,3.0,37.5247,1.5758,3.0,Cereal crop,Transparent PE,,,Ridge-furrow mulching,,,,Yield_t_ha
429,63,30.6225,0.7213,3.0,35.9109,1.4614,3.0,Cereal crop,Black PE,,,Ridge-furrow mulching,,,,Yield_t_ha
430,63,30.6225,0.7213,3.0,38.0029,1.0485,3.0,Cereal crop,Degradable,,,Ridge-furrow mulching,,,,Yield_t_ha
431,63,36.5225,1.2313,3.0,42.6889,1.3518,3.0,Cereal crop,Transparent PE,,,Ridge-furrow mulching,,,,Yield_t_ha
432,63,36.5225,1.2313,3.0,40.4002,0.9824,3.0,Cereal crop,Black PE,,,Ridge-furrow mulching,,,,Yield_t_ha
433,63,36.5225,1.2313,3.0,42.8635,1.1285,3.0,Cereal crop,Degradable,,,Ridge-furrow mulching,,,,Yield_t_ha
434,63,27.8923,0.8953,3.0,30.2183,0.9852,3.0,Cereal crop,Transparent PE,,,Ridge-furrow mulching,,,,Yield_t_ha
435,63,27.8923,0.8953,3.0,31.1401,1.3255,3.0,Cereal crop,Black PE,,,Ridge-furrow mulching,,,,Yield_t_ha
436,63,27.8923,0.8953,3.0,29.6611,0.9819,3.0,Cereal crop,Degradable,,,Ridge-furrow mulching,,,,Yield_t_ha
437,63,29.8464,0.7891,3.0,32.8732,1.2012,3.0,Cereal crop,Transparent PE,,,Ridge-furrow mulching,,,,Yield_t_ha
438,63,29.8464,0.7891,3.0,33.1256,1.0256,3.0,Cereal crop,Black PE,,,Ridge-furrow mulching,,,,Yield_t_ha
439,63,29.8464,0.7891,3.0,31.05632,1.0473,3.0,Cereal crop,Degradable,,,Ridge-furrow mulching,,,,Yield_t_ha
440,64,5.298,0.326686327077748,3.0,6.879,0.364587,3.0,Cereal crop,Transparent PE,,,,50.0,,29-50,Yield_t_ha
441,64,5.298,0.326686327077748,3.0,7.215,0.382395,3.0,Cereal crop,Transparent PE,,,,100.0,,50-100,Yield_t_ha
442,64,5.715,0.352399463806971,3.0,6.037,0.319961,3.0,Cereal crop,Transparent PE,,,,50.0,,29-50,Yield_t_ha
443,64,5.715,0.352399463806971,3.0,6.27,0.33231,3.0,Cereal crop,Transparent PE,,,,100.0,,50-100,Yield_t_ha
444,64,3.974,0.245045576407507,3.0,4.407,0.233571,3.0,Cereal crop,Transparent PE,,,,50.0,,29-50,Yield_t_ha
445,64,3.974,0.245045576407507,3.0,4.551,0.241203,3.0,Cereal crop,Transparent PE,,,,100.0,,50-100,Yield_t_ha
446,64,5.25,0.32372654155496,3.0,5.387,0.285511,3.0,Cereal crop,Transparent PE,,,,50.0,,29-50,Yield_t_ha
447,64,5.25,0.32372654155496,3.0,5.991,0.317523,3.0,Cereal crop,Transparent PE,,,,100.0,,50-100,Yield_t_ha
448,65,1.86,0.01,3.0,2.44,0.0300000000000002,3.0,Cash crop,Degradable,0.008,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
449,65,1.86,0.01,3.0,2.57,0.0500000000000003,3.0,Cash crop,Transparent PE,0.008,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
453,66,5.185,0.031,3.0,8.284,0.172,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
457,66,4.64,0.307,3.0,10.616,0.075,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
461,66,4.57,0.081,3.0,8.5,0.115,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
465,66,4.565,0.275,3.0,9.477,0.062,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
469,67,8.66,0.533994638069705,3.0,13.02,0.69006,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
472,69,39.4977,0.0195,4.0,43.5965,0.0788,4.0,Cereal crop,Transparent PE,0.012,,Ridge-furrow mulching,,0.008-0.015,,Yield_t_ha
473,69,39.4977,0.0195,4.0,45.7818,0.057,4.0,Cereal crop,Black PE,0.012,,Ridge-furrow mulching,,0.008-0.015,,Yield_t_ha
482,70,109.44,6.74831099195711,3.0,116.45,6.17185,3.0,Cash crop,Transparent PE,,Seedling stage,,,,,Yield_t_ha
483,70,109.44,6.74831099195711,3.0,125.79,6.66687,3.0,Cash crop,Degradable,,Seedling stage,,,,,Yield_t_ha
484,70,109.44,6.74831099195711,3.0,116.45,6.17185,3.0,Cash crop,Black PE,,Seedling stage,,,,,Yield_t_ha
485,70,109.44,6.74831099195711,3.0,116.58,6.17874,3.0,Cash crop,,,Seedling stage,,,,,Yield_t_ha
486,71,1.262,0.102,3.0,2.455,0.152,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
487,71,1.345,0.099,3.0,2.332,0.064,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
488,71,3.157,0.214,3.0,3.339,0.065,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
489,71,1.708,0.27,3.0,0.781,0.133,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
490,72,2.999,0.05,3.0,3.141,0.052,3.0,Cash crop,Transparent PE,0.006,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
491,72,2.999,0.05,3.0,3.369,0.059,3.0,Cash crop,Degradable,0.006,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
492,72,2.999,0.05,3.0,3.305,0.051,3.0,Cash crop,Degradable,0.006,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
493,72,2.999,0.05,3.0,3.17,0.063,3.0,Cash crop,Degradable,0.006,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
494,73,5.1307875,0.176986964562366,4.0,6.2923125,0.0434847171429229,4.0,Cash crop,Transparent PE,0.008,,,,0.003-0.008,,Yield_t_ha
495,73,5.1307875,0.176986964562366,4.0,6.1735125,0.111574619089648,4.0,Cash crop,Degradable,0.008,,,,0.003-0.008,,Yield_t_ha
496,74,11.21,0.691233243967829,3.0,14.297,0.757741,3.0,Cereal crop,Transparent PE,0.005,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
497,74,11.21,0.691233243967829,3.0,14.174,0.751222,3.0,Cereal crop,Degradable,0.005,,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
505,77,14.839,0.066,3.0,16.656,0.047,3.0,Cash crop,Transparent PE,0.005,Whole year,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
506,77,14.839,0.066,3.0,17.269,0.043,3.0,Cash crop,Others,0.006,Whole year,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
511,78,0.71,0.02,3.0,0.87,0.07,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,36.4,0.003-0.008,29-50,Yield_t_ha
512,78,0.71,0.02,3.0,1.05,0.05,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
513,78,0.62,0.02,3.0,0.55,0.01,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,36.4,0.003-0.008,29-50,Yield_t_ha
514,78,0.62,0.02,3.0,0.5,0.01,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
515,78,0.68,0.0099999999999999,3.0,0.71,0.01,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,36.4,0.003-0.008,29-50,Yield_t_ha
516,78,0.68,0.0099999999999999,3.0,0.83,0.05,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
517,78,0.78,0.02,3.0,1.11,0.00339999999999985,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,36.4,0.003-0.008,29-50,Yield_t_ha
518,78,0.78,0.02,3.0,1.1,0.0133999999999999,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
519,78,0.48,0.02,3.0,0.61,0.02,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,36.4,0.003-0.008,29-50,Yield_t_ha
520,78,0.48,0.02,3.0,0.71,0.03,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
521,78,0.61,0.01,3.0,0.8,0.0299999999999999,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,36.4,0.003-0.008,29-50,Yield_t_ha
522,78,0.61,0.01,3.0,0.88,0.03,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
523,78,0.54,0.01,3.0,0.76,0.01,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,36.4,0.003-0.008,29-50,Yield_t_ha
524,78,0.54,0.01,3.0,0.82,0.0800000000000001,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
525,78,0.34,0.02,3.0,0.63,0.02,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,36.4,0.003-0.008,29-50,Yield_t_ha
526,78,0.34,0.02,3.0,0.787,0.00600000000000001,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
527,78,0.4,0.00999999999999995,3.0,0.67,0.01,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,36.4,0.003-0.008,29-50,Yield_t_ha
528,78,0.4,0.00999999999999995,3.0,0.91,0.02,3.0,Cereal crop,Transparent PE,0.008,Whole year,Ridge-furrow mulching,100.0,0.003-0.008,50-100,Yield_t_ha
529,79,6.837,0.421584450402145,3.0,9.237,0.489561,3.0,Cereal crop,Degradable,,,,,,,Yield_t_ha
530,79,6.837,0.421584450402145,3.0,9.416,0.499048,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
531,80,2.68,0.52,3.0,3.82,0.48,3.0,Cereal crop,Transparent PE,0.008,,Flat mulching,100.0,0.003-0.008,50-100,Yield_t_ha
532,80,2.68,0.52,3.0,4.36,0.489999999999999,3.0,Cereal crop,Transparent PE,0.008,,Flat mulching,100.0,0.003-0.008,50-100,Yield_t_ha
533,80,1.62,0.17,3.0,2.38,0.19,3.0,Cereal crop,Transparent PE,0.008,,Flat mulching,100.0,0.003-0.008,50-100,Yield_t_ha
534,80,1.62,0.17,3.0,2.54,0.2,3.0,Cereal crop,Transparent PE,0.008,,Flat mulching,100.0,0.003-0.008,50-100,Yield_t_ha
535,81,7.95535,0.49054436997319,3.0,11.74493,0.62248129,3.0,Cereal crop,Transparent PE,,,Ridge-furrow mulching,100.0,,50-100,Yield_t_ha
536,81,7.95535,0.49054436997319,3.0,9.31856,0.49388368,3.0,Cereal crop,Transparent PE,,,Flat mulching,100.0,,50-100,Yield_t_ha
537,82,10.025,0.618163538873995,3.0,12.309,0.652377,3.0,Cereal crop,Transparent PE,,Full growing season,Ridge-furrow mulching,,,,Yield_t_ha
538,82,10.025,0.618163538873995,3.0,12.293,0.651529,3.0,Cereal crop,Degradable,,Full growing season,Ridge-furrow mulching,,,,Yield_t_ha
539,82,10.025,0.618163538873995,3.0,10.511,0.557083,3.0,Cereal crop,Liquid,,Full growing season,Ridge-furrow mulching,,,,Yield_t_ha
540,82,10.025,0.618163538873995,3.0,12.806,0.678718,3.0,Cereal crop,Transparent PE,,Whole year,Ridge-furrow mulching,,,,Yield_t_ha
541,82,10.025,0.618163538873995,3.0,12.821,0.679513,3.0,Cereal crop,Degradable,,Whole year,Ridge-furrow mulching,,,,Yield_t_ha
542,82,10.025,0.618163538873995,3.0,10.549,0.559097,3.0,Cereal crop,Liquid,,Whole year,Ridge-furrow mulching,,,,Yield_t_ha
543,82,9.788,0.603549597855228,3.0,11.465,0.607645,3.0,Cereal crop,Transparent PE,,Full growing season,Ridge-furrow mulching,,,,Yield_t_ha
544,82,9.788,0.603549597855228,3.0,11.424,0.605472,3.0,Cereal crop,Degradable,,Full growing season,Ridge-furrow mulching,,,,Yield_t_ha
545,82,9.788,0.603549597855228,3.0,10.249,0.543197,3.0,Cereal crop,Liquid,,Full growing season,Ridge-furrow mulching,,,,Yield_t_ha
546,82,9.788,0.603549597855228,3.0,11.723,0.621319,3.0,Cereal crop,Transparent PE,,Whole year,Ridge-furrow mulching,,,,Yield_t_ha
547,82,9.788,0.603549597855228,3.0,11.738,0.622114,3.0,Cereal crop,Degradable,,Whole year,Ridge-furrow mulching,,,,Yield_t_ha
548,82,9.788,0.603549597855228,3.0,10.317,0.546801,3.0,Cereal crop,Liquid,,Whole year,Ridge-furrow mulching,,,,Yield_t_ha
549,83,9.14,0.563592493297587,3.0,10.51,0.55703,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
550,83,8.98,0.55372654155496,3.0,9.7,0.5141,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
551,83,7.72,0.476032171581769,3.0,9.47,0.50191,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
552,84,1.3173,0.0812276139410188,3.0,1.7649,0.0935397,3.0,Cash crop,Transparent PE,,,,60.0,,50-100,Yield_t_ha
553,84,1.3173,0.0812276139410188,3.0,1.3606,0.0721118,3.0,Cash crop,Degradable,,,,60.0,,50-100,Yield_t_ha
554,84,1.3173,0.0812276139410188,3.0,1.6038,0.0850014,3.0,Cash crop,Degradable,,,,60.0,,50-100,Yield_t_ha
555,84,1.3173,0.0812276139410188,3.0,1.5275,0.0809575,3.0,Cash crop,Degradable,,,,60.0,,50-100,Yield_t_ha
556,84,1.3173,0.0812276139410188,3.0,1.394,0.073882,3.0,Cash crop,Degradable,,,,60.0,,50-100,Yield_t_ha
557,85,2.424,0.149469168900804,3.0,3.138,0.166314,3.0,Cereal crop,Transparent PE,,Seedling stage,,,,,Yield_t_ha
558,85,2.424,0.149469168900804,3.0,3.305,0.175165,3.0,Cereal crop,Transparent PE,,Half growing season,,,,,Yield_t_ha
559,85,2.424,0.149469168900804,3.0,3.123,0.165519,3.0,Cereal crop,Transparent PE,,Full growing season,,,,,Yield_t_ha
560,85,1.366,0.084230563002681,3.0,1.763,0.093439,3.0,Cereal crop,Transparent PE,,Seedling stage,,,,,Yield_t_ha
561,85,1.366,0.084230563002681,3.0,1.771,0.093863,3.0,Cereal crop,Transparent PE,,Half growing season,,,,,Yield_t_ha
562,85,1.366,0.084230563002681,3.0,2.145,0.113685,3.0,Cereal crop,Transparent PE,,Full growing season,,,,,Yield_t_ha
563,86,3.379,0.208356568364611,3.0,4.331,0.229543,3.0,Cereal crop,,,,,,,,Yield_t_ha
564,86,3.379,0.208356568364611,3.0,3.825,0.202725,3.0,Cereal crop,Transparent PE,,,,,,,Yield_t_ha
565,87,0.750566666666667,0.0304082773818797,3.0,0.9171,0.0316539097111241,3.0,Cash crop,,,,,,,,Yield_t_ha
566,87,0.750566666666667,0.0304082773818797,3.0,0.8181,0.0298631880414667,3.0,Cash crop,Transparent PE,,,,,,,Yield_t_ha
567,88,12.75,0.786193029490617,3.0,16.5,0.8745,4.0,Cash crop,Transparent PE,,,,,,,Yield_t_ha
569,90,3.072815,0.124712422997871,2.0,3.955605,0.0296348451995283,2.0,Cash crop,Black PE,0.008,Full growing season,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
570,90,3.072815,0.124712422997871,2.0,3.7205,0.0459619407771256,2.0,Cash crop,Black PE,0.008,Full growing season,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
571,90,3.072815,0.124712422997871,2.0,3.6105,0.0176776695296639,2.0,Cash crop,Transparent PE,0.008,Full growing season,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
572,90,3.072815,0.124712422997871,2.0,3.2625,0.0657609306503489,2.0,Cash crop,Black PE,0.008,Seedling stage,Ridge-furrow mulching,,0.003-0.008,,Yield_t_ha
573,91,2.554,0.157485254691689,3.0,2.436,0.129108,3.0,Cereal crop,Transparent PE,,Half growing season,,,,,Yield_t_ha
574,91,2.424,0.149469168900804,3.0,3.305,0.175165,3.0,Cereal crop,Transparent PE,,Half growing season,,,,,Yield_t_ha
575,91,0.834,0.051426273458445,3.0,1.203,0.063759,3.0,Cereal crop,Transparent PE,,Half growing season,,,,,Yield_t_ha
576,91,1.376,0.0848471849865952,3.0,1.771,0.093863,3.0,Cereal crop,Transparent PE,,Half growing season,,,,,Yield_t_ha
